question_id,user_id,topic,word_count,word_count_bucket,created_date,created_dow,created_is_weekend,asker_country,asker_device_type,variant,asker_account_age_at_question_days,account_age_bucket,asker_prior_questions_count,asker_prior_quality_rate,num_views,num_answers,num_upvotes,upvote_rate,answer_rate,engagement_score,is_high_engagement,unique_answer_actors,unique_ask_actors,unique_upvote_actors,unique_view_actors,got_quality_answer
6978,26,health,57,medium,2026-06-12,Friday,False,us,mobile,control,1005,veteran (1yr+),1,1.0,27,3,16,0.5925925925925926,0.1111111111111111,0.3544750846637639,1,0,1,1,6,1
11920,26,career,21,short,2026-06-20,Saturday,True,us,mobile,control,1013,veteran (1yr+),2,1.0,23,3,15,0.6521739130434783,0.13043478260869565,0.32254475084663764,1,0,1,3,3,1
16384,26,technology,22,short,2026-06-27,Saturday,True,us,mobile,control,1020,veteran (1yr+),3,1.0,15,2,3,0.2,0.13333333333333333,0.1624576681180455,0,1,1,1,2,1
17685,26,technology,27,short,2026-06-29,Monday,False,us,mobile,control,1022,veteran (1yr+),4,1.0,19,1,3,0.15789473684210525,0.05263157894736842,0.15476536042573777,0,0,1,1,3,1
27149,26,politics,15,very_short,2026-07-14,Tuesday,False,us,mobile,control,1037,veteran (1yr+),5,1.0,20,2,5,0.25,0.1,0.2070875665215288,0,1,1,2,2,1
33336,26,politics,59,medium,2026-07-24,Friday,False,us,mobile,control,1047,veteran (1yr+),6,1.0,39,5,18,0.46153846153846156,0.1282051282051282,0.5106434446057088,1,1,1,2,7,1
37093,26,travel,39,medium,2026-07-30,Thursday,False,us,mobile,control,1053,veteran (1yr+),7,1.0,22,2,8,0.36363636363636365,0.09090909090909091,0.23877600387034348,0,0,1,2,3,1
15180,27,education,12,very_short,2026-06-25,Thursday,False,ca,desktop,control,980,veteran (1yr+),0,,22,1,0,0.0,0.045454545454545456,0.15512820512820513,0,0,1,2,1,0
6331,28,travel,30,short,2026-06-11,Thursday,False,us,desktop,treatment,290,established (3-12mo),0,,25,2,8,0.32,0.08,0.2580067731011127,0,1,1,0,5,1
25295,29,technology,153,very_long,2026-07-11,Saturday,True,de,mobile,treatment,549,veteran (1yr+),0,,28,2,11,0.39285714285714285,0.07142857142857142,0.29610546686018385,1,0,1,0,6,1
3129,30,education,63,long,2026-06-06,Saturday,True,ph,desktop,treatment,902,veteran (1yr+),0,,28,1,4,0.14285714285714285,0.03571428571428571,0.2187469762941461,0,0,1,2,3,1
17686,30,education,21,short,2026-06-29,Monday,False,ph,desktop,treatment,925,veteran (1yr+),1,1.0,18,2,8,0.4444444444444444,0.1111111111111111,0.21313497822931785,0,1,1,0,4,1
22769,30,health,40,medium,2026-07-07,Tuesday,False,ph,desktop,treatment,933,veteran (1yr+),2,1.0,26,0,0,0.0,0.0,0.14743589743589744,0,1,1,0,2,0
23409,30,relationships,43,medium,2026-07-08,Wednesday,False,ph,desktop,treatment,934,veteran (1yr+),3,0.6666666666666666,30,1,4,0.13333333333333333,0.03333333333333333,0.23156748911465894,0,0,1,1,4,1
33987,30,politics,23,short,2026-07-25,Saturday,True,ph,desktop,treatment,951,veteran (1yr+),4,0.75,12,2,6,0.5,0.16666666666666666,0.16209482341557813,0,0,1,0,4,1
34589,30,technology,29,short,2026-07-26,Sunday,True,ph,desktop,treatment,952,veteran (1yr+),5,0.8,19,3,10,0.5263157894736842,0.15789473684210525,0.26545718432510884,0,1,1,1,4,1
3130,31,health,26,short,2026-06-06,Saturday,True,in,desktop,control,208,established (3-12mo),0,,20,0,1,0.05,0.0,0.1152636671504596,0,1,1,1,1,0
2,32,technology,48,medium,2026-06-01,Monday,False,us,mobile,control,767,veteran (1yr+),0,,23,0,1,0.043478260869565216,0.0,0.13449443638122885,0,0,1,1,2,0
1236,32,education,57,medium,2026-06-03,Wednesday,False,us,mobile,control,769,veteran (1yr+),1,0.0,32,1,4,0.125,0.03125,0.24438800193517174,0,1,1,3,2,1
10700,32,sports,19,short,2026-06-18,Thursday,False,us,mobile,control,784,veteran (1yr+),2,0.5,18,0,0,0.0,0.0,0.09615384615384615,0,0,1,0,2,0
32695,32,science,39,medium,2026-07-23,Thursday,False,us,mobile,control,819,veteran (1yr+),3,0.3333333333333333,26,2,11,0.4230769230769231,0.07692307692307693,0.28328495403967097,1,3,1,0,3,1
35849,34,sports,48,medium,2026-07-28,Tuesday,False,de,mobile,treatment,1172,veteran (1yr+),0,,31,1,5,0.16129032258064516,0.03225806451612903,0.24426705370101595,0,0,1,1,4,1
3131,35,science,18,short,2026-06-06,Saturday,True,br,desktop,control,899,veteran (1yr+),0,,18,1,4,0.2222222222222222,0.05555555555555555,0.15464441219158198,0,0,1,1,3,1
5066,35,technology,33,medium,2026-06-09,Tuesday,False,br,desktop,control,902,veteran (1yr+),1,1.0,23,1,5,0.21739130434782608,0.043478260869565216,0.19298500241896469,0,1,1,1,2,1
5685,35,technology,32,medium,2026-06-10,Wednesday,False,br,desktop,control,903,veteran (1yr+),2,1.0,16,0,0,0.0,0.0,0.08333333333333333,0,0,1,1,1,0
25296,35,education,24,short,2026-07-11,Saturday,True,br,desktop,control,934,veteran (1yr+),3,0.6666666666666666,22,2,8,0.36363636363636365,0.09090909090909091,0.23877600387034348,0,0,1,0,5,1
30819,35,finance,49,medium,2026-07-20,Monday,False,br,desktop,control,943,veteran (1yr+),4,0.75,30,1,3,0.1,0.03333333333333333,0.2252781809385583,0,0,1,1,4,1
37094,35,sports,24,short,2026-07-30,Thursday,False,br,desktop,control,953,veteran (1yr+),5,0.8,26,2,5,0.19230769230769232,0.07692307692307693,0.24554910498306723,0,0,1,1,5,1
21437,36,science,31,medium,2026-07-05,Sunday,True,au,mobile,treatment,335,established (3-12mo),0,,27,4,17,0.6296296296296297,0.14814814814814814,0.3940977261731979,1,0,1,4,4,1
27755,36,technology,101,long,2026-07-15,Wednesday,False,au,mobile,treatment,345,established (3-12mo),1,1.0,39,5,29,0.7435897435897436,0.1282051282051282,0.5798258345428157,1,0,1,3,7,1
5686,37,technology,17,short,2026-06-10,Wednesday,False,us,mobile,control,1016,veteran (1yr+),0,,15,0,0,0.0,0.0,0.07692307692307693,0,0,1,0,1,0
8794,37,science,17,short,2026-06-15,Monday,False,us,mobile,control,1021,veteran (1yr+),1,0.0,23,1,5,0.21739130434782608,0.043478260869565216,0.19298500241896469,0,0,1,1,3,1
27756,37,career,41,medium,2026-07-15,Wednesday,False,us,mobile,control,1051,veteran (1yr+),2,0.5,17,2,8,0.47058823529411764,0.11764705882352941,0.20672472181906143,0,0,1,1,4,1
8203,38,finance,37,medium,2026-06-14,Sunday,True,au,desktop,control,977,veteran (1yr+),0,,22,0,0,0.0,0.0,0.12179487179487179,0,0,1,1,1,0
17687,38,education,26,short,2026-06-29,Monday,False,au,desktop,control,992,veteran (1yr+),1,0.0,19,0,1,0.05263157894736842,0.0,0.1088534107402032,0,1,1,1,1,0
25297,38,education,25,short,2026-07-11,Saturday,True,au,desktop,control,1004,veteran (1yr+),2,0.0,20,1,7,0.35,0.05,0.18633284954039672,0,0,1,0,4,1
30820,38,finance,42,medium,2026-07-20,Monday,False,au,desktop,control,1013,veteran (1yr+),3,0.3333333333333333,27,2,11,0.4074074074074074,0.07407407407407407,0.28969521044992746,1,0,1,2,4,1
34590,38,travel,23,short,2026-07-26,Sunday,True,au,desktop,control,1019,veteran (1yr+),4,0.5,28,2,8,0.2857142857142857,0.07142857142857142,0.27723754233188197,1,0,1,2,4,1
37095,38,relationships,12,very_short,2026-07-30,Thursday,False,au,desktop,control,1023,veteran (1yr+),5,0.6,21,1,2,0.09523809523809523,0.047619047619047616,0.16129656507014997,0,0,1,1,3,0
3755,39,education,29,short,2026-06-07,Sunday,True,in,mobile,treatment,285,established (3-12mo),0,,24,0,0,0.0,0.0,0.1346153846153846,0,0,1,2,1,0
14538,39,technology,78,long,2026-06-24,Wednesday,False,in,mobile,treatment,302,established (3-12mo),1,0.0,25,2,14,0.56,0.08,0.29574262215771646,1,0,1,1,5,1
15765,39,technology,20,short,2026-06-26,Friday,False,in,mobile,treatment,304,established (3-12mo),2,0.5,29,2,5,0.1724137931034483,0.06896551724137931,0.2647798742138365,0,2,1,3,1,1
23410,39,relationships,25,short,2026-07-08,Wednesday,False,in,mobile,treatment,316,established (3-12mo),3,0.6666666666666666,32,1,8,0.25,0.03125,0.26954523463957425,1,1,1,3,2,1
28978,39,finance,52,medium,2026-07-17,Friday,False,in,mobile,treatment,325,established (3-12mo),4,0.75,31,0,0,0.0,0.0,0.1794871794871795,0,0,1,0,3,0
30821,39,travel,13,very_short,2026-07-20,Monday,False,in,mobile,treatment,328,established (3-12mo),5,0.6,28,0,1,0.03571428571428571,0.0,0.1665457184325109,0,2,1,1,1,0
16385,40,education,27,short,2026-06-27,Saturday,True,gb,mobile,treatment,662,veteran (1yr+),0,,11,1,4,0.36363636363636365,0.09090909090909091,0.10977261731978712,0,0,1,0,3,1
20237,40,health,56,medium,2026-07-03,Friday,False,gb,mobile,treatment,668,veteran (1yr+),1,1.0,21,2,9,0.42857142857142855,0.09523809523809523,0.23865505563618772,0,1,1,0,4,1
24062,40,education,26,short,2026-07-09,Thursday,False,gb,mobile,treatment,674,veteran (1yr+),2,1.0,22,0,0,0.0,0.0,0.12179487179487179,0,0,1,0,2,0
27757,40,travel,32,medium,2026-07-15,Wednesday,False,gb,mobile,treatment,680,veteran (1yr+),3,0.6666666666666666,22,1,2,0.09090909090909091,0.045454545454545456,0.1677068214804064,0,0,1,3,1,0
13887,41,health,120,long,2026-06-23,Tuesday,False,au,mobile,treatment,981,veteran (1yr+),0,,32,2,12,0.375,0.0625,0.3280358006773101,1,0,1,0,7,1
15766,41,travel,32,medium,2026-06-26,Friday,False,au,mobile,treatment,984,veteran (1yr+),1,1.0,32,0,0,0.0,0.0,0.1858974358974359,0,0,1,0,4,0
25917,41,education,136,very_long,2026-07-12,Sunday,True,au,mobile,treatment,1000,veteran (1yr+),2,0.5,39,3,13,0.3333333333333333,0.07692307692307693,0.4125302370585389,1,1,1,2,5,1
1886,44,sports,35,medium,2026-06-04,Thursday,False,au,mobile,control,227,established (3-12mo),0,,23,0,0,0.0,0.0,0.12820512820512822,0,0,1,1,1,0
27758,44,technology,15,very_short,2026-07-15,Wednesday,False,au,mobile,control,268,established (3-12mo),1,0.0,21,2,10,0.47619047619047616,0.09523809523809523,0.24494436381228835,0,0,1,1,4,1
3756,45,relationships,37,medium,2026-06-07,Sunday,True,br,mobile,treatment,44,established (3-12mo),0,,23,3,14,0.6086956521739131,0.13043478260869565,0.316255442670537,1,1,1,2,3,1
23411,45,politics,37,medium,2026-07-08,Wednesday,False,br,mobile,treatment,75,established (3-12mo),1,1.0,29,2,12,0.41379310344827586,0.06896551724137931,0.30880503144654087,1,1,1,3,2,1
1237,46,career,26,short,2026-06-03,Wednesday,False,ph,mobile,control,614,veteran (1yr+),0,,36,1,5,0.1388888888888889,0.027777777777777776,0.27631833575229797,1,2,1,0,4,1
13888,46,travel,29,short,2026-06-23,Tuesday,False,ph,mobile,control,634,veteran (1yr+),1,1.0,27,1,4,0.14814814814814814,0.037037037037037035,0.2123367198838897,0,1,1,0,4,1
652,47,education,26,short,2026-06-02,Tuesday,False,de,mobile,control,49,established (3-12mo),0,,15,0,0,0.0,0.0,0.07692307692307693,0,0,1,0,1,0
3132,47,technology,23,short,2026-06-06,Saturday,True,de,mobile,control,53,established (3-12mo),1,0.0,18,3,13,0.7222222222222222,0.16666666666666666,0.2779148524431543,1,0,1,2,4,1
23412,47,career,31,medium,2026-07-08,Wednesday,False,de,mobile,control,85,established (3-12mo),2,0.5,20,1,6,0.3,0.05,0.1800435413642961,0,1,1,1,2,1
8204,48,relationships,62,long,2026-06-14,Sunday,True,ph,desktop,treatment,724,veteran (1yr+),0,,17,1,3,0.17647058823529413,0.058823529411764705,0.14194484760522497,0,1,1,0,3,1
11319,48,politics,30,short,2026-06-19,Friday,False,ph,desktop,treatment,729,veteran (1yr+),1,1.0,22,0,1,0.045454545454545456,0.0,0.1280841799709724,0,0,1,1,2,0
5687,50,sports,27,short,2026-06-10,Wednesday,False,ph,mobile,treatment,254,established (3-12mo),0,,25,1,7,0.28,0.04,0.21838413159167877,0,0,1,3,2,1
