question_id,user_id,created_date,account_age_bucket,asker_account_age_at_question_days,asker_country,asker_device_type,asker_prior_quality_rate,asker_prior_questions_count,created_dow,created_is_weekend,log_word_count,topic,topic_prior_count,topic_prior_quality_rate,variant,word_count,word_count_bucket,word_count_z_within_topic,num_views,num_answers,num_upvotes,upvote_rate,answer_rate,engagement_score,is_high_engagement,unique_answer_actors,unique_ask_actors,unique_upvote_actors,unique_view_actors,got_quality_answer
37092,2,2026-07-30,veteran (1yr+),887,ca,desktop,0.6666666666666666,6,Thursday,False,3.8066624897703196,relationships,4498,0.7112049799911072,control,44,medium,0.13164242567367465,27,0,1,0.037037037037037,0.0,0.1601354620222544,0,0,1,0,4,0
1884,3,2026-06-04,veteran (1yr+),726,br,mobile,,0,Thursday,False,3.258096538021482,sports,144,0.6736111111111112,treatment,25,short,-0.6805328334081977,20,2,8,0.4,0.1,0.2259554910498306,0,1,1,1,3,1
7581,3,2026-06-13,veteran (1yr+),735,br,mobile,1.0,1,Saturday,True,3.6375861597263857,relationships,896,0.7131696428571429,treatment,37,medium,-0.16462930500534614,24,1,5,0.2083333333333333,0.0416666666666666,0.199395258829221,0,0,1,1,4,1
8792,3,2026-06-15,veteran (1yr+),737,br,mobile,1.0,2,Monday,False,3.970291913552122,technology,1414,0.7001414427157001,treatment,52,medium,0.4478066420569312,28,0,1,0.0357142857142857,0.0,0.1665457184325109,0,1,1,0,3,0
17683,3,2026-06-29,veteran (1yr+),751,br,mobile,0.6666666666666666,3,Monday,False,3.5553480614894135,sports,1444,0.6772853185595568,treatment,34,medium,-0.3030934046159107,26,0,1,0.0384615384615384,0.0,0.153725205611998,0,1,1,1,2,0
20235,3,2026-07-03,veteran (1yr+),755,br,mobile,0.5,4,Friday,False,3.367295829986474,technology,3259,0.7005216324025775,treatment,28,short,-0.544663696659133,21,0,0,0.0,0.0,0.1153846153846153,0,0,1,1,1,0
5683,6,2026-06-10,established (3-12mo),296,ph,tablet,,0,Wednesday,False,3.5553480614894135,education,526,0.6806083650190115,control,34,medium,-0.269834443254449,24,2,11,0.4583333333333333,0.0833333333333333,0.2704644412191582,1,1,1,1,4,1
19605,6,2026-07-02,established (3-12mo),318,ph,tablet,1.0,1,Thursday,False,4.174387269895637,technology,3168,0.6988636363636364,control,64,long,0.9440418114149632,29,3,12,0.4137931034482758,0.1034482758620689,0.3421383647798742,1,1,1,2,4,1
21435,6,2026-07-05,established (3-12mo),321,ph,tablet,1.0,2,Sunday,True,3.58351893845611,technology,3457,0.6988718542088516,control,35,medium,-0.2551931812002809,26,1,7,0.2692307692307692,0.0384615384615384,0.2247943880019351,0,1,1,0,4,1
22113,6,2026-07-06,established (3-12mo),322,ph,tablet,1.0,3,Monday,False,4.04305126783455,travel,1777,0.7208778840742825,control,56,medium,0.6340226290837083,20,2,14,0.7,0.1,0.2636913401064344,0,0,1,0,5,1
26528,6,2026-07-13,established (3-12mo),329,ph,tablet,1.0,4,Monday,False,3.784189633918261,politics,2071,0.7107677450507002,control,43,medium,0.09460385812787599,25,1,3,0.12,0.04,0.1932268988872762,0,0,1,0,5,1
30817,6,2026-07-20,established (3-12mo),336,ph,tablet,1.0,5,Monday,False,3.8066624897703196,technology,4973,0.6955560024130304,control,44,medium,0.11698319581824317,31,1,7,0.2258064516129032,0.032258064516129,0.2568456700532172,0,0,1,0,5,1
651,7,2026-06-02,veteran (1yr+),329,br,mobile,,0,Tuesday,False,4.532599493153256,education,71,0.647887323943662,control,92,long,2.174686664832542,26,1,5,0.1923076923076923,0.0384615384615384,0.2122157716497339,0,2,1,0,3,1
4436,7,2026-06-08,veteran (1yr+),335,br,mobile,1.0,1,Monday,False,3.970291913552122,sports,361,0.7063711911357341,control,52,medium,0.4517854529686632,23,0,0,0.0,0.0,0.1282051282051282,0,0,1,0,2,0
7582,7,2026-06-13,veteran (1yr+),340,br,mobile,0.5,2,Saturday,True,2.995732273553991,science,787,0.6772554002541296,control,19,short,-0.9537984667128545,29,1,2,0.0689655172413793,0.0344827586206896,0.2125786163522012,0,1,1,1,3,0
9457,7,2026-06-16,veteran (1yr+),343,br,mobile,0.3333333333333333,3,Tuesday,False,3.4339872044851463,travel,734,0.7438692098092643,control,30,short,-0.4452723064842542,27,2,9,0.3333333333333333,0.074074074074074,0.2771165940977262,1,1,1,1,4,1
13208,7,2026-06-22,veteran (1yr+),349,br,mobile,0.5,4,Monday,False,2.3978952727983707,sports,1090,0.6669724770642201,control,10,very_short,-1.3095985480620091,26,0,0,0.0,0.0,0.1474358974358974,0,0,1,0,3,0
32693,7,2026-07-23,veteran (1yr+),380,br,mobile,0.4,5,Thursday,False,3.5553480614894135,travel,2642,0.7138531415594247,control,34,medium,-0.2792269317814907,24,2,10,0.4166666666666667,0.0833333333333333,0.2641751330430575,0,1,1,0,5,1
34586,7,2026-07-26,veteran (1yr+),383,br,mobile,0.5,6,Sunday,True,2.772588722239781,relationships,4185,0.7118279569892473,control,15,very_short,-1.0957690299965543,22,1,4,0.1818181818181818,0.0454545454545454,0.1802854378326076,0,0,1,1,3,1
35242,7,2026-07-27,veteran (1yr+),384,br,mobile,0.5714285714285714,7,Monday,False,2.8903717578961645,relationships,4268,0.7134489222118088,control,17,short,-1.0111199640882627,29,2,6,0.2068965517241379,0.0689655172413793,0.2710691823899371,1,2,1,0,4,1
20830,8,2026-07-04,established (3-12mo),278,in,mobile,,0,Saturday,True,4.1588830833596715,relationships,2541,0.7091696182605274,control,63,long,0.9358085518024454,16,4,19,1.1875,0.25,0.3361635220125786,1,1,1,1,5,1
24060,8,2026-07-09,established (3-12mo),283,in,mobile,1.0,1,Thursday,False,3.2188758248682006,relationships,2914,0.7100205902539465,control,24,short,-0.714848233409242,20,0,1,0.05,0.0,0.1152636671504596,0,0,1,1,2,0
27147,8,2026-07-14,established (3-12mo),288,in,mobile,0.5,2,Tuesday,False,2.9444389791664403,education,2440,0.7061475409836065,control,18,short,-0.9441850937612051,26,0,0,0.0,0.0,0.1474358974358974,0,0,1,0,3,0
28350,8,2026-07-16,established (3-12mo),290,in,mobile,0.3333333333333333,3,Thursday,False,2.8903717578961645,relationships,3426,0.7110332749562172,control,17,short,-1.0111199640882627,21,3,10,0.4761904761904761,0.1428571428571428,0.2782776971456216,1,0,1,1,5,1
31424,8,2026-07-21,established (3-12mo),295,in,mobile,0.5,4,Tuesday,False,2.833213344056216,technology,5074,0.6959006700827749,control,16,short,-1.040898866017165,10,1,2,0.2,0.1,0.0907837445573294,0,0,1,1,2,0
1885,9,2026-06-04,veteran (1yr+),423,us,mobile,,0,Thursday,False,3.258096538021482,politics,133,0.7368421052631579,treatment,25,short,-0.6870153174403512,21,2,8,0.3809523809523809,0.0952380952380952,0.2323657474600871,0,2,1,1,2,1
4437,9,2026-06-08,veteran (1yr+),427,us,mobile,1.0,1,Monday,False,3.6888794541139363,career,530,0.6830188679245283,treatment,39,medium,-0.08104373943376604,19,1,6,0.3157894736842105,0.0526315789473684,0.1736332849540396,0,1,1,0,3,1
34587,10,2026-07-26,established (3-12mo),290,in,mobile,,0,Sunday,True,3.091042453358316,career,3879,0.6839391595772106,control,21,short,-0.828436113894292,18,0,0,0.0,0.0,0.0961538461538461,0,0,1,0,2,0
2493,11,2026-06-05,veteran (1yr+),440,br,desktop,,0,Friday,False,3.828641396489095,sports,200,0.655,treatment,45,medium,0.15822145279688443,13,1,5,0.3846153846153846,0.0769230769230769,0.1288824383164006,0,0,1,0,3,1
3754,11,2026-06-07,veteran (1yr+),442,br,desktop,1.0,1,Sunday,True,3.713572066704308,travel,275,0.7563636363636363,treatment,40,medium,-0.03015886972734554,22,2,8,0.3636363636363636,0.0909090909090909,0.2387760038703434,0,0,1,1,4,1
4438,11,2026-06-08,veteran (1yr+),443,br,desktop,1.0,2,Monday,False,3.2188758248682006,technology,738,0.6883468834688347,treatment,24,short,-0.710075419778477,20,0,0,0.0,0.0,0.1089743589743589,0,0,1,1,1,0
7583,11,2026-06-13,veteran (1yr+),448,br,desktop,0.6666666666666666,3,Saturday,True,3.912023005428146,relationships,897,0.7134894091415831,treatment,49,medium,0.3432650904444038,18,1,3,0.1666666666666666,0.0555555555555555,0.1483551040154813,0,2,1,0,2,1
29549,11,2026-07-18,veteran (1yr+),483,br,desktop,0.75,4,Saturday,True,3.1354942159291497,sports,2343,0.6794707639778063,treatment,22,short,-0.80634597633896,19,3,14,0.7368421052631579,0.1578947368421052,0.2906144170295113,1,1,1,2,3,1
6329,13,2026-06-11,veteran (1yr+),568,us,mobile,,0,Thursday,False,3.9318256327243257,education,586,0.6877133105802048,treatment,50,medium,0.404516207252307,19,2,8,0.4210526315789473,0.1052631578947368,0.2195452346395742,0,0,1,0,5,1
30168,13,2026-07-19,veteran (1yr+),606,us,mobile,1.0,1,Sunday,True,3.367295829986474,technology,4872,0.6951970443349754,treatment,28,short,-0.544663696659133,23,1,5,0.217391304347826,0.0434782608695652,0.1929850024189646,0,1,1,1,2,1
33334,13,2026-07-24,veteran (1yr+),611,us,mobile,1.0,2,Friday,False,4.110873864173311,politics,2613,0.7049368541905855,treatment,60,medium,0.8327997461645349,18,2,11,0.6111111111111112,0.1111111111111111,0.2320029027576197,0,1,1,0,4,1
33335,14,2026-07-24,veteran (1yr+),1163,in,desktop,,0,Friday,False,4.060443010546419,technology,5347,0.6955302038526276,treatment,57,medium,0.6545712959561112,15,2,7,0.4666666666666667,0.1333333333333333,0.187614900822448,0,1,1,1,2,1
1235,15,2026-06-03,veteran (1yr+),557,gb,mobile,,0,Wednesday,False,3.58351893845611,travel,102,0.7450980392156863,treatment,35,medium,-0.23771558810579987,26,1,7,0.2692307692307692,0.0384615384615384,0.2247943880019351,0,0,1,1,4,1
5684,15,2026-06-10,veteran (1yr+),564,gb,mobile,1.0,1,Wednesday,False,3.4965075614664802,technology,935,0.6951871657754011,treatment,32,medium,-0.3792519735397889,23,1,4,0.1739130434782608,0.0434782608695652,0.186695694242864,0,1,1,1,2,1
36458,16,2026-07-29,veteran (1yr+),411,us,mobile,,0,Wednesday,False,3.1354942159291497,health,3179,0.6873230575652721,control,22,short,-0.7750426347340428,16,1,4,0.25,0.0625,0.1418238993710691,0,0,1,0,4,1
6330,17,2026-06-11,veteran (1yr+),962,br,mobile,,0,Thursday,False,3.8066624897703196,career,757,0.6737120211360634,control,44,medium,0.1265652534719356,16,0,1,0.0625,0.0,0.0896226415094339,0,0,1,1,2,0
7584,17,2026-06-13,veteran (1yr+),964,br,mobile,0.0,1,Saturday,True,4.174387269895637,health,663,0.6772247360482655,control,64,long,0.939085933066343,28,2,9,0.3214285714285714,0.0714285714285714,0.2835268505079826,1,0,1,0,6,1
15178,17,2026-06-25,veteran (1yr+),976,br,mobile,0.5,2,Thursday,False,3.4657359027997265,health,1324,0.6910876132930514,control,31,medium,-0.40772937020538863,21,0,1,0.0476190476190476,0.0,0.121673923560716,0,0,1,1,2,0
20236,17,2026-07-03,veteran (1yr+),984,br,mobile,0.3333333333333333,3,Friday,False,3.5553480614894135,sports,1629,0.6746470227133211,control,34,medium,-0.3030934046159107,30,1,5,0.1666666666666666,0.0333333333333333,0.2378567972907595,0,0,1,1,4,1
32694,17,2026-07-23,veteran (1yr+),1004,br,mobile,0.5,4,Thursday,False,3.332204510175204,education,2949,0.7005764665988471,control,27,short,-0.5648628528511548,20,0,0,0.0,0.0,0.1089743589743589,0,0,1,1,1,0
8202,18,2026-06-14,veteran (1yr+),1002,ca,tablet,,0,Sunday,True,3.091042453358316,finance,657,0.6986301369863014,control,21,short,-0.8311190240567939,16,2,9,0.5625,0.125,0.2066037735849056,0,1,1,0,4,1
30818,18,2026-07-20,veteran (1yr+),1038,ca,tablet,1.0,1,Monday,False,3.7376696182833684,technology,4974,0.6956172094893446,control,41,medium,-0.007075596521264854,33,1,6,0.1818181818181818,0.0303030303030303,0.2633768746976294,0,0,1,2,4,1
6977,20,2026-06-12,veteran (1yr+),1082,in,mobile,,0,Friday,False,2.833213344056216,finance,558,0.6935483870967742,control,16,short,-1.044942893999033,24,1,4,0.1666666666666666,0.0416666666666666,0.1931059506531204,0,0,1,2,3,1
35243,20,2026-07-27,veteran (1yr+),1127,in,mobile,1.0,1,Monday,False,4.442651256490317,politics,2781,0.703344120819849,control,84,long,1.874958646922171,28,1,3,0.1071428571428571,0.0357142857142857,0.2124576681180454,0,0,1,1,4,1
7585,21,2026-06-13,established (3-12mo),71,us,mobile,,0,Saturday,True,4.248495242049359,career,880,0.675,treatment,69,long,1.1646102180004438,24,0,0,0.0,0.0,0.1346153846153846,0,0,1,0,3,0
8793,21,2026-06-15,established (3-12mo),73,us,mobile,0.0,1,Monday,False,3.091042453358316,science,910,0.6879120879120879,treatment,21,short,-0.8647331574476761,21,3,15,0.7142857142857143,0.1428571428571428,0.3097242380261247,1,0,1,1,5,1
18330,21,2026-06-30,established (3-12mo),88,us,mobile,0.5,2,Tuesday,False,3.9512437185814275,relationships,2219,0.715187021180712,treatment,51,medium,0.4279141563526955,24,3,18,0.75,0.125,0.3478229317851959,1,0,1,1,6,1
23408,21,2026-07-08,established (3-12mo),96,us,mobile,0.6666666666666666,3,Wednesday,False,4.356708826689592,career,2663,0.6770559519339091,treatment,77,long,1.4967846066495665,25,0,1,0.04,0.0,0.1473149492017416,0,0,1,1,3,0
24662,21,2026-07-10,established (3-12mo),98,us,mobile,0.5,4,Friday,False,3.332204510175204,sports,1984,0.6759072580645161,treatment,27,short,-0.5966574047876895,23,1,5,0.217391304347826,0.0434782608695652,0.1929850024189646,0,0,1,1,3,1
14537,22,2026-06-24,veteran (1yr+),653,us,desktop,,0,Wednesday,False,3.5553480614894135,travel,1151,0.731537793223284,control,34,medium,-0.2792269317814907,32,1,8,0.25,0.03125,0.2695452346395742,1,0,1,2,4,1
21436,22,2026-07-05,veteran (1yr+),664,us,desktop,1.0,1,Sunday,True,3.6109179126442243,science,2216,0.6976534296028881,control,36,medium,-0.1967433379588382,19,2,8,0.4210526315789473,0.1052631578947368,0.2195452346395742,0,2,1,1,2,1
22768,22,2026-07-07,veteran (1yr+),666,us,desktop,1.0,2,Tuesday,False,3.7376696182833684,sports,1825,0.6783561643835616,control,41,medium,-0.009529404444131999,29,1,6,0.2068965517241379,0.0344827586206896,0.2377358490566037,0,1,1,1,3,1
28977,22,2026-07-17,veteran (1yr+),676,us,desktop,1.0,3,Friday,False,2.302585092994046,health,2540,0.6917322834645669,control,9,very_short,-1.3056062390532097,14,1,2,0.1428571428571428,0.0714285714285714,0.1164247701983551,0,1,1,0,2,0
31425,22,2026-07-21,veteran (1yr+),680,us,desktop,0.75,4,Tuesday,False,4.709530201312334,career,3524,0.681044267877412,control,110,long,2.867003959827197,22,2,15,0.6818181818181818,0.0909090909090909,0.2828011611030478,1,0,1,2,3,1
2494,24,2026-06-05,veteran (1yr+),320,ca,mobile,,0,Friday,False,2.9444389791664403,finance,204,0.6666666666666666,control,18,short,-0.9594133460221373,14,3,11,0.7857142857142857,0.2142857142857142,0.2396952104499274,0,2,1,2,1,1
5064,24,2026-06-09,veteran (1yr+),324,ca,mobile,1.0,1,Tuesday,False,3.4339872044851463,career,598,0.6789297658862876,control,30,short,-0.45473992666402896,20,0,0,0.0,0.0,0.1089743589743589,0,0,1,1,1,0
18962,24,2026-07-01,veteran (1yr+),346,ca,mobile,0.5,2,Wednesday,False,2.995732273553991,science,1938,0.6929824561403509,control,19,short,-0.9537984667128545,24,0,0,0.0,0.0,0.1346153846153846,0,0,1,0,3,0
24061,24,2026-07-09,veteran (1yr+),354,ca,mobile,0.3333333333333333,3,Thursday,False,3.6635616461296463,technology,3873,0.6958430157500646,control,38,medium,-0.13113438886077286,18,0,0,0.0,0.0,0.0961538461538461,0,0,1,0,2,0
27148,24,2026-07-14,veteran (1yr+),359,ca,mobile,0.25,4,Tuesday,False,3.2188758248682006,technology,4370,0.6963386727688787,control,24,short,-0.710075419778477,19,1,2,0.1052631578947368,0.0526315789473684,0.1484760522496371,0,0,1,1,3,0
34588,24,2026-07-26,veteran (1yr+),371,ca,mobile,0.2,5,Sunday,True,4.0943445622221,science,3557,0.6960922125386562,control,59,medium,0.8275077185907133,22,2,13,0.5909090909090909,0.0909090909090909,0.2702225447508466,1,1,1,0,4,1
1,25,2026-06-01,veteran (1yr+),312,de,mobile,,0,Monday,False,4.2626798770413155,sports,0,0.6965985312442006,control,70,long,1.206664310553237,33,1,3,0.0909090909090909,0.0303030303030303,0.2445089501693275,0,0,1,1,5,1
12554,25,2026-06-21,veteran (1yr+),332,de,mobile,1.0,1,Sunday,True,4.382026634673881,travel,1006,0.742544731610338,control,79,long,1.5887835336245981,25,3,11,0.44,0.12,0.3102080309627479,1,0,1,2,5,1
15179,25,2026-06-25,veteran (1yr+),336,de,mobile,1.0,2,Thursday,False,2.8903717578961645,politics,1168,0.696917808219178,control,17,short,-1.0344016176928965,19,1,6,0.3157894736842105,0.0526315789473684,0.1736332849540396,0,0,1,0,4,1
17684,25,2026-06-29,veteran (1yr+),340,de,mobile,1.0,3,Monday,False,3.258096538021482,technology,2847,0.6972251492799438,control,25,short,-0.668722488998641,16,2,10,0.625,0.125,0.2128930817610063,0,1,1,1,3,1
33986,25,2026-07-25,veteran (1yr+),366,de,mobile,1.0,4,Saturday,True,3.5263605246161616,technology,5446,0.6953727506426736,control,33,medium,-0.3378990427599529,22,0,0,0.0,0.0,0.1217948717948717,0,0,1,1,1,0
35848,25,2026-07-28,veteran (1yr+),369,de,mobile,0.8,5,Tuesday,False,4.189654742026425,sports,2839,0.6822824938358577,control,65,long,0.9969757390019666,30,0,0,0.0,0.0,0.1730769230769231,0,2,1,0,1,0
5065,26,2026-06-09,veteran (1yr+),1002,us,mobile,,0,Tuesday,False,2.70805020110221,science,539,0.6716141001855288,control,14,very_short,-1.1764617398758004,16,1,4,0.25,0.0625,0.1418238993710691,0,1,1,1,2,1
6978,26,2026-06-12,veteran (1yr+),1005,us,mobile,1.0,1,Friday,False,4.060443010546419,health,601,0.6788685524126455,control,57,medium,0.6533978384329454,27,3,16,0.5925925925925926,0.1111111111111111,0.3544750846637639,1,0,1,1,6,1
11920,26,2026-06-20,veteran (1yr+),1013,us,mobile,1.0,2,Saturday,True,3.091042453358316,career,1372,0.6676384839650146,control,21,short,-0.828436113894292,23,3,15,0.6521739130434783,0.1304347826086956,0.3225447508466376,1,0,1,3,3,1
16384,26,2026-06-27,veteran (1yr+),1020,us,mobile,1.0,3,Saturday,True,3.1354942159291497,technology,2643,0.6980703745743473,control,22,short,-0.792781281338149,15,2,3,0.2,0.1333333333333333,0.1624576681180455,0,1,1,1,2,1
17685,26,2026-06-29,veteran (1yr+),1022,us,mobile,1.0,4,Monday,False,3.332204510175204,technology,2848,0.6973314606741573,control,27,short,-0.5860166274389689,19,1,3,0.1578947368421052,0.0526315789473684,0.1547653604257377,0,0,1,1,3,1
27149,26,2026-07-14,veteran (1yr+),1037,us,mobile,1.0,5,Tuesday,False,2.772588722239781,politics,2115,0.7115839243498818,control,15,very_short,-1.121248192756033,20,2,5,0.25,0.1,0.2070875665215288,0,1,1,2,2,1
33336,26,2026-07-24,veteran (1yr+),1047,us,mobile,1.0,6,Friday,False,4.0943445622221,politics,2614,0.7050497322111706,control,59,medium,0.7893764586329668,39,5,18,0.4615384615384615,0.1282051282051282,0.5106434446057088,1,1,1,2,7,1
37093,26,2026-07-30,veteran (1yr+),1053,us,mobile,1.0,7,Thursday,False,3.6888794541139363,travel,2985,0.7135678391959799,control,39,medium,-0.0716702134030364,22,2,8,0.3636363636363636,0.0909090909090909,0.2387760038703434,0,0,1,2,3,1
15180,27,2026-06-25,veteran (1yr+),980,ca,desktop,,0,Thursday,False,2.5649493574615367,education,1368,0.7017543859649122,control,12,very_short,-1.1970665877012385,22,1,0,0.0,0.0454545454545454,0.1551282051282051,0,0,1,2,1,0
6331,28,2026-06-11,established (3-12mo),290,us,desktop,,0,Thursday,False,3.4339872044851463,travel,486,0.7489711934156379,treatment,30,short,-0.4452723064842542,25,2,8,0.32,0.08,0.2580067731011127,0,1,1,0,5,1
25295,29,2026-07-11,veteran (1yr+),549,de,mobile,,0,Saturday,True,5.0369526024136295,technology,4080,0.6950980392156862,treatment,153,very_long,4.624452650820368,28,2,11,0.3928571428571428,0.0714285714285714,0.2961054668601838,1,0,1,0,6,1
3129,30,2026-06-06,veteran (1yr+),902,ph,desktop,,0,Saturday,True,4.1588830833596715,education,317,0.6656151419558359,treatment,63,long,0.9524261107890463,28,1,4,0.1428571428571428,0.0357142857142857,0.2187469762941461,0,0,1,2,3,1
17686,30,2026-06-29,veteran (1yr+),925,ph,desktop,1.0,1,Monday,False,3.091042453358316,education,1585,0.7034700315457413,treatment,21,short,-0.8177443467911882,18,2,8,0.4444444444444444,0.1111111111111111,0.2131349782293178,0,1,1,0,4,1
22769,30,2026-07-07,veteran (1yr+),933,ph,desktop,1.0,2,Tuesday,False,3.713572066704308,health,1967,0.693950177935943,treatment,40,medium,-0.040416105676734565,26,0,0,0.0,0.0,0.1474358974358974,0,1,1,0,2,0
23409,30,2026-07-08,veteran (1yr+),934,ph,desktop,0.6666666666666666,3,Wednesday,False,3.784189633918261,relationships,2839,0.7083480098626277,treatment,43,medium,0.08931789271952884,30,1,4,0.1333333333333333,0.0333333333333333,0.2315674891146589,0,0,1,1,4,1
33987,30,2026-07-25,veteran (1yr+),951,ph,desktop,0.75,4,Saturday,True,3.1780538303479458,politics,2680,0.7063432835820895,treatment,23,short,-0.7738618925034875,12,2,6,0.5,0.1666666666666666,0.1620948234155781,0,0,1,0,4,1
34589,30,2026-07-26,veteran (1yr+),952,ph,desktop,0.8,5,Sunday,True,3.4011973816621555,technology,5550,0.6945945945945946,treatment,29,short,-0.5033107658792969,19,3,10,0.5263157894736842,0.1578947368421052,0.2654571843251088,0,1,1,1,4,1
3130,31,2026-06-06,established (3-12mo),208,in,desktop,,0,Saturday,True,3.295836866004329,health,270,0.6925925925925925,control,26,short,-0.6117922949435298,20,0,1,0.05,0.0,0.1152636671504596,0,1,1,1,1,0
2,32,2026-06-01,veteran (1yr+),767,us,mobile,,0,Monday,False,3.8918202981106265,technology,0,0.6965985312442006,control,48,medium,0.28239491893758717,23,0,1,0.0434782608695652,0.0,0.1344944363812288,0,0,1,1,2,0
1236,32,2026-06-03,veteran (1yr+),769,us,mobile,0.0,1,Wednesday,False,4.060443010546419,education,133,0.6992481203007519,control,57,medium,0.6995446168490128,32,1,4,0.125,0.03125,0.2443880019351717,0,1,1,3,2,1
10700,32,2026-06-18,veteran (1yr+),784,us,mobile,0.5,2,Thursday,False,2.995732273553991,sports,882,0.6723356009070295,control,19,short,-0.9321591192697223,18,0,0,0.0,0.0,0.0961538461538461,0,0,1,0,2,0
32695,32,2026-07-23,veteran (1yr+),819,us,mobile,0.3333333333333333,3,Thursday,False,3.6888794541139363,science,3355,0.6938897168405365,control,39,medium,-0.0631453740610706,26,2,11,0.4230769230769231,0.0769230769230769,0.2832849540396709,1,3,1,0,3,1
35849,34,2026-07-28,veteran (1yr+),1172,de,mobile,,0,Tuesday,False,3.8918202981106265,sports,2840,0.6820422535211268,treatment,48,medium,0.2840345957276467,31,1,5,0.1612903225806451,0.032258064516129,0.2442670537010159,0,0,1,1,4,1
3131,35,2026-06-06,veteran (1yr+),899,br,desktop,,0,Saturday,True,2.9444389791664403,science,320,0.675,control,18,short,-0.9983311213454437,18,1,4,0.2222222222222222,0.0555555555555555,0.1546444121915819,0,0,1,1,3,1
5066,35,2026-06-09,veteran (1yr+),902,br,desktop,1.0,1,Tuesday,False,3.5263605246161616,technology,847,0.6965761511216056,control,33,medium,-0.3378990427599529,23,1,5,0.217391304347826,0.0434782608695652,0.1929850024189646,0,1,1,1,2,1
5685,35,2026-06-10,veteran (1yr+),903,br,desktop,1.0,2,Wednesday,False,3.4965075614664802,technology,936,0.6955128205128205,control,32,medium,-0.3792519735397889,16,0,0,0.0,0.0,0.0833333333333333,0,0,1,1,1,0
25296,35,2026-07-11,veteran (1yr+),934,br,desktop,0.6666666666666666,3,Saturday,True,3.2188758248682006,education,2268,0.70326278659612,control,24,short,-0.6913035998211715,22,2,8,0.3636363636363636,0.0909090909090909,0.2387760038703434,0,0,1,0,5,1
30819,35,2026-07-20,veteran (1yr+),943,br,desktop,0.75,4,Monday,False,3.912023005428146,finance,2684,0.6885245901639344,control,49,medium,0.36629464761974495,30,1,3,0.1,0.0333333333333333,0.2252781809385583,0,0,1,1,4,1
37094,35,2026-07-30,veteran (1yr+),953,br,desktop,0.8,5,Thursday,False,3.2188758248682006,sports,2951,0.6821416468993562,control,24,short,-0.7224705477184518,26,2,5,0.1923076923076923,0.0769230769230769,0.2455491049830672,0,0,1,1,5,1
